"","lat","lon","date","tempmin","tempmax","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","windgust","windspeed","winddir","pressure","cloudcover","moonphase","source"
"20100",41.3,-95.4,"2018-09-18",63.9,83,71.1,88,63.9,71.3,67.9,90.2,0.058,28.9,19.4,77.1,1013.5,28.6,0.29,"obs"
"20101",41.3,-95.4,"2018-09-17",65.7,91.4,79,96.1,65.7,81.1,68,71.3,0,19.7,11.9,191.5,1013.5,20.2,0.26,"obs"
"20102",41.3,-95.4,"2018-09-16",63.2,88.4,76.1,88.3,63.2,76.5,65,72.3,0,19.7,13.4,182.4,1016.5,9.3,0.25,"obs"
"20103",41.3,-95.4,"2018-09-15",65.1,90.2,77.3,92.7,65.1,78.8,67.9,76.2,0,18.3,11.4,163.6,1019.4,18.1,0.19,"obs"
"20104",41.3,-95.4,"2018-09-14",67.4,89,76.8,95.2,67.4,78.7,69.8,81.4,0,21.9,14.2,178.1,1017.3,21.2,0.16,"obs"
"20105",29.7,-95.4,"2018-10-31",62.6,75.5,72.3,75.5,62.6,72.3,69.4,90.7,2.529,27.8,18.8,232.9,1010.8,62.6,0.75,"obs"
"20106",29.7,-95.4,"2018-10-30",69.7,85.9,75.8,86,69.7,76.1,65.2,71.8,0,21.9,10.3,165.4,1015.5,20.5,0.72,"obs"
"20107",29.7,-95.4,"2018-10-29",69.6,85.9,76,84.8,69.6,75.7,62.2,66.3,0,19.7,8.7,203.6,1019.3,4,0.68,"obs"
"20108",29.7,-95.4,"2018-10-28",66.1,85.9,74,84.3,66.1,73.8,60.7,67.4,0,19.7,10.6,234,1020.1,0.1,0.64,"obs"
"20109",29.7,-95.4,"2018-10-27",62.4,82.6,71,81.2,62.4,70.8,54.9,59.5,0,17.2,9.3,231.3,1017.5,0.1,0.61,"obs"
"20110",29.7,-95.4,"2018-10-26",57.1,75.4,65.9,75.4,57.1,65.9,54.4,68,0,13.9,7.9,308.1,1014.3,0.6,0.57,"obs"
"20111",29.7,-95.4,"2018-10-25",62.2,70,65.3,70,62.2,65.3,60,84.4,0.302,23,9.9,320.3,1011.9,89.8,0.54,"obs"
"20112",46,-95.4,"2019-08-24",59.4,78.3,68.1,78.3,59.4,68.1,55.9,66.8,0,33.2,22.2,148.4,1020.8,20.7,0.81,"obs"
"20113",46,-95.4,"2019-08-23",54.7,76.6,65.2,76.6,54.7,65.2,53.1,66.5,0,24.2,14.1,119.1,1022.2,7.7,0.75,"obs"
"20114",46,-95.4,"2019-08-22",53.6,73.5,63.8,73.5,53.6,63.8,49.7,62.1,0,NA,9.5,75.6,1019.7,34,0.74,"obs"
"20115",46,-95.4,"2019-08-21",54.6,75.1,65.9,75.1,54.6,65.9,51.6,62.7,0,23.6,15.4,307.1,1019.2,3.4,0.71,"obs"
"20116",46,-95.4,"2019-08-20",65.4,81.6,72.9,83.5,65.4,73.1,63.9,74.3,0.027,21.9,12.8,337.5,1014.6,39.7,0.67,"obs"
"20117",46,-95.4,"2019-08-19",55.7,82.5,69.9,84.1,55.7,70.2,57.6,66,0,17.2,13.6,191,1014.5,0,0.64,"obs"
"20118",46,-95.4,"2019-08-18",58.2,72.7,65.8,72.7,58.2,65.8,52.7,65.3,0.077,24.1,15.1,301.8,1010.1,27.6,0.61,"obs"
"20119",43.1,-95.4,"2019-08-29",54.5,79.7,67,79.7,54.5,67,53.9,67.6,0,26.7,17.6,326.1,1013.4,1.7,0.98,"obs"
"20120",43.1,-95.4,"2019-08-28",51.4,76.2,63.4,76.2,51.4,63.4,51.3,67.7,0,28.4,17.2,264.8,1015.4,1,0.94,"obs"
"20121",43.1,-95.4,"2019-08-27",54.8,74.2,64.3,74.2,54.8,64.3,52,67.8,0,39.5,24.3,274.6,1012.6,10.2,0.91,"obs"
"20122",43.1,-95.4,"2019-08-26",63.8,79.7,68.5,79.7,63.8,68.5,62.6,82.8,0.153,22.2,13.5,248.1,1008.8,65.5,0.87,"obs"
"20123",43.1,-95.4,"2019-08-25",62.1,71.3,66.1,71.3,62.1,66.1,60.1,81,0.012,22.2,15.2,137.9,1013.9,84.5,0.84,"obs"
"20124",43.1,-95.4,"2019-08-24",58.6,74.9,66.5,74.9,58.6,66.5,56.6,71.9,0,29.5,19.4,132.9,1020.4,6.5,0.81,"obs"
"20125",43.1,-95.4,"2019-08-23",53.1,79.3,66.7,79.3,53.1,66.7,56.8,72.4,0,21.2,14.8,116.6,1020.3,1.5,0.75,"obs"
"20126",43.1,-95.4,"2019-08-30",48,75.7,62,75.7,46.5,61.8,50.7,69.9,0,NA,9.6,30.8,1021.9,5.6,0,"obs"
"20127",43.1,-95.4,"2019-08-29",54.5,79.7,67,79.7,54.5,67,53.9,67.6,0,26.7,17.6,326.1,1013.4,1.7,0.98,"obs"
"20128",43.1,-95.4,"2019-08-28",51.4,76.2,63.4,76.2,51.4,63.4,51.3,67.7,0,28.4,17.2,264.8,1015.4,1,0.94,"obs"
"20129",43.1,-95.4,"2019-08-27",54.8,74.2,64.3,74.2,54.8,64.3,52,67.8,0,39.5,24.3,274.6,1012.6,10.2,0.91,"obs"
"20130",43.1,-95.4,"2019-08-26",63.8,79.7,68.5,79.7,63.8,68.5,62.6,82.8,0.153,22.2,13.5,248.1,1008.8,65.5,0.87,"obs"
"20131",43.1,-95.4,"2019-08-25",62.1,71.3,66.1,71.3,62.1,66.1,60.1,81,0.012,22.2,15.2,137.9,1013.9,84.5,0.84,"obs"
"20132",43.1,-95.4,"2019-08-24",58.6,74.9,66.5,74.9,58.6,66.5,56.6,71.9,0,29.5,19.4,132.9,1020.4,6.5,0.81,"obs"
"20133",43,-95.4,"2019-09-12",62.7,77.5,70.6,77.5,62.7,70.6,65.2,83.8,1.082,32.5,16.5,193.3,1011.2,44.1,0.45,"obs"
"20134",43,-95.4,"2019-09-11",64.9,76.6,70.5,76.6,64.9,70.5,66.2,86.7,1.049,33.3,13.3,111.2,1014.6,74.3,0.42,"obs"
"20135",43,-95.4,"2019-09-10",66.6,84.3,75.1,89,66.6,76.2,68.4,80.3,0,23,13.2,184.7,1013.6,49.9,0.38,"obs"
"20136",43,-95.4,"2019-09-09",62,78.6,69,78.6,62,69,66.2,91.1,0.245,24.2,13.6,137.7,1012.6,72.4,0.35,"obs"
"20137",43,-95.4,"2019-09-08",59.2,63.8,61.2,63.8,59.2,61.2,58.9,92.2,0.073,21.3,12.9,98.3,1016.5,96.7,0.31,"obs"
"20138",43,-95.4,"2019-09-07",58.5,66.6,62.9,66.6,58.5,62.9,59.4,88.7,0.123,16.1,11.4,76,1018.3,61,0.28,"obs"
"20139",43,-95.4,"2019-09-06",59.2,79.4,68.1,79.4,59.2,68.1,57.7,72.3,0,21.9,12.1,356.9,1019.5,14.3,0.25,"obs"
"20140",41.3,-95.4,"2019-09-13",54.2,76.5,64.4,76.5,54.2,64.4,55.4,75,0,27.2,17.9,282.2,1019.8,4.3,0.5,"obs"
"20141",41.3,-95.4,"2019-09-12",64.5,78.9,73.6,78.9,64.5,73.6,68.3,84.4,0.202,26.6,16.5,210,1013,25.5,0.45,"obs"
"20142",41.3,-95.4,"2019-09-11",68,87.2,77.3,95.1,68,79.7,72.9,87.3,0.076,23,14.6,170.5,1014.8,26.2,0.42,"obs"
"20143",41.3,-95.4,"2019-09-10",65,84.8,74.5,91.5,65,76.3,70.7,88.9,1.166,28.9,14.1,173,1014.6,33.1,0.38,"obs"
"20144",41.3,-95.4,"2019-09-09",65.6,81.2,72.6,85.2,65.6,73.1,69.5,90.4,0.004,25,16.5,160.8,1012.8,48.3,0.35,"obs"
"20145",41.3,-95.4,"2019-09-08",61.4,69.8,65.7,69.8,61.4,65.7,65.1,98,0.004,15,10.6,102.4,1014.8,91.8,0.31,"obs"
"20146",41.3,-95.4,"2019-09-07",57.3,76.4,65,76.4,57.3,65,61.9,90.9,0.217,18.3,10.5,94.6,1017.3,26.4,0.28,"obs"
"20147",41.3,-95.4,"2019-09-18",71,86,77.4,91.1,71,78.7,71.1,81.7,0.084,23,15,175.5,1013.5,18.6,0.65,"obs"
"20148",41.3,-95.4,"2019-09-17",71,89.6,79.3,93.4,71,80.9,70.6,77.6,0,28,18.9,170.9,1014.5,1,0.62,"obs"
"20149",41.3,-95.4,"2019-09-16",67.2,87.9,76.9,93.1,67.2,78.9,70.7,83.4,0,21.9,11.9,166,1016.2,0.6,0.59,"obs"
"20150",41.3,-95.4,"2019-09-15",67.2,88.7,77.5,92.5,67.2,78.7,69.9,80.5,0.006,19.7,10.3,205.5,1015.1,5.8,0.55,"obs"
"20151",41.3,-95.4,"2019-09-14",58.6,83,69.5,87.7,58.6,70.4,64.7,85.4,0.161,24.7,16.4,189.5,1017.8,29.4,0.52,"obs"
"20152",41.3,-95.4,"2019-09-13",54.2,76.5,64.4,76.5,54.2,64.4,55.4,75,0,27.2,17.9,282.2,1019.8,4.3,0.5,"obs"
"20153",41.3,-95.4,"2019-09-12",64.5,78.9,73.6,78.9,64.5,73.6,68.3,84.4,0.202,26.6,16.5,210,1013,25.5,0.45,"obs"
"20154",41.3,-95.4,"2019-09-22",57.3,71,64.3,71,57.3,64.3,61.3,90.9,0.918,30,11,321.9,1012.8,53.2,0.79,"obs"
"20155",41.3,-95.4,"2019-09-21",66.1,78.8,73.7,78.8,66.1,73.7,72,94.7,0.653,28.3,16.5,181.9,1011.1,84.8,0.75,"obs"
"20156",41.3,-95.4,"2019-09-20",68.6,86,76.4,90.3,68.6,77.7,70,82.7,0,28.1,18.9,157.3,1014.6,17.5,0.72,"obs"
"20157",41.3,-95.4,"2019-09-19",65.6,85.4,74.1,90.7,65.6,75.2,69.9,87.9,0.689,25.8,17.5,118,1015,30.6,0.69,"obs"
"20158",41.3,-95.4,"2019-09-18",71,86,77.4,91.1,71,78.7,71.1,81.7,0.084,23,15,175.5,1013.5,18.6,0.65,"obs"
"20159",41.3,-95.4,"2019-09-17",71,89.6,79.3,93.4,71,80.9,70.6,77.6,0,28,18.9,170.9,1014.5,1,0.62,"obs"
"20160",41.3,-95.4,"2019-09-16",67.2,87.9,76.9,93.1,67.2,78.9,70.7,83.4,0,21.9,11.9,166,1016.2,0.6,0.59,"obs"
"20161",41.3,-95.4,"2019-09-24",60.8,84.8,71.6,88.1,60.8,72.6,66.1,84.3,1.854,26.9,18.9,203.5,1009.2,37.2,0.86,"obs"
"20162",41.3,-95.4,"2019-09-23",52.5,80,65.1,80.7,52.5,65.2,58.1,81.4,0,20.8,14.8,206,1016.6,7.7,0.83,"obs"
"20163",41.3,-95.4,"2019-09-22",57.3,71,64.3,71,57.3,64.3,61.3,90.9,0.918,30,11,321.9,1012.8,53.2,0.79,"obs"
"20164",41.3,-95.4,"2019-09-21",66.1,78.8,73.7,78.8,66.1,73.7,72,94.7,0.653,28.3,16.5,181.9,1011.1,84.8,0.75,"obs"
"20165",41.3,-95.4,"2019-09-20",68.6,86,76.4,90.3,68.6,77.7,70,82.7,0,28.1,18.9,157.3,1014.6,17.5,0.72,"obs"
"20166",41.3,-95.4,"2019-09-19",65.6,85.4,74.1,90.7,65.6,75.2,69.9,87.9,0.689,25.8,17.5,118,1015,30.6,0.69,"obs"
"20167",41.3,-95.4,"2019-09-18",71,86,77.4,91.1,71,78.7,71.1,81.7,0.084,23,15,175.5,1013.5,18.6,0.65,"obs"
"20168",41.3,-95.4,"2019-09-29",62,74.6,67,74.6,62,67,66.1,96.9,0.314,29.6,19.8,137,1013.9,66.8,0.03,"obs"
"20169",41.3,-95.4,"2019-09-28",47,69.2,58.6,69.2,43.2,57.9,54.5,87.6,0.099,25.3,15.4,57.4,1016.2,44.7,0,"obs"
"20170",41.3,-95.4,"2019-09-27",59.1,74,67.3,74,59.1,67.3,61.8,83.3,0.03,24.2,13.5,29.5,1004.9,66.6,0.96,"obs"
"20171",41.3,-95.4,"2019-09-26",49.5,73.4,61.8,73.4,49.5,61.8,48.8,67.6,0,19.7,14.3,185.9,1013.4,55.4,0.93,"obs"
"20172",41.3,-95.4,"2019-09-25",57.2,71.1,63.6,71.1,57.2,63.6,54.7,75.9,0.008,18.3,13,327,1011.8,37.3,0.9,"obs"
"20173",41.3,-95.4,"2019-09-24",60.8,84.8,71.6,88.1,60.8,72.6,66.1,84.3,1.854,26.9,18.9,203.5,1009.2,37.2,0.86,"obs"
"20174",41.3,-95.4,"2019-09-23",52.5,80,65.1,80.7,52.5,65.2,58.1,81.4,0,20.8,14.8,206,1016.6,7.7,0.83,"obs"
"20175",41.3,-95.4,"2019-10-01",59,75.8,68.6,75.8,59,68.6,67.8,97.3,0.879,20.8,10.7,313.7,1010.9,81.1,0.1,"obs"
"20176",41.3,-95.4,"2019-09-30",72.8,89,79.3,95.7,72.8,82,72.6,81.9,0,33.8,24.1,190.8,1009.9,28.3,0.06,"obs"
"20177",41.3,-95.4,"2019-09-29",62,74.6,67,74.6,62,67,66.1,96.9,0.314,29.6,19.8,137,1013.9,66.8,0.03,"obs"
"20178",41.3,-95.4,"2019-09-28",47,69.2,58.6,69.2,43.2,57.9,54.5,87.6,0.099,25.3,15.4,57.4,1016.2,44.7,0,"obs"
"20179",41.3,-95.4,"2019-09-27",59.1,74,67.3,74,59.1,67.3,61.8,83.3,0.03,24.2,13.5,29.5,1004.9,66.6,0.96,"obs"
"20180",41.3,-95.4,"2019-09-26",49.5,73.4,61.8,73.4,49.5,61.8,48.8,67.6,0,19.7,14.3,185.9,1013.4,55.4,0.93,"obs"
"20181",41.3,-95.4,"2019-09-25",57.2,71.1,63.6,71.1,57.2,63.6,54.7,75.9,0.008,18.3,13,327,1011.8,37.3,0.9,"obs"
"20182",46,-95.4,"2020-08-16",57.9,80.2,69.3,80.7,57.9,69.3,58.5,71.4,0,NA,9.5,287.8,1017.7,20.5,0.92,"obs"
"20183",46,-95.4,"2020-08-15",54.8,76.3,65.2,76.3,54.8,65.2,57.8,78.4,0,21.6,14,226,1016.8,1.2,0.89,"obs"
"20184",46,-95.4,"2020-08-14",59.2,80.1,67.5,84.3,59.2,67.7,63.8,88.4,3.167,37.9,23.7,138.7,1012.2,70.8,0.86,"obs"
"20185",46,-95.4,"2020-08-13",62,85.7,74.5,92.6,62,76.9,69.1,84.6,0,31,20.5,157.5,1013.5,66.7,0.83,"obs"
"20186",46,-95.4,"2020-08-12",60.7,68.2,64.6,68.2,60.7,64.6,60.9,88,0.391,26.4,17.3,106.3,1015.1,54.6,0.79,"obs"
"20187",46,-95.4,"2020-08-11",57.1,80.6,68.6,80.8,57.1,68.7,56.4,67,0,20.8,14.1,207.4,1014.3,1.2,0.75,"obs"
"20188",46,-95.4,"2020-08-10",57.8,78.2,68.6,78.2,57.8,68.6,52.9,60.9,0.001,23,15.5,294.5,1014.2,14.3,0.73,"obs"
"20189",43.1,-95.4,"2020-08-29",51.7,80.1,66.1,80,51.7,66.1,51.2,64.1,0,11.4,8.4,319,1014.5,4.9,0.38,"obs"
"20190",43.1,-95.4,"2020-08-28",68.5,87.6,77.3,89.6,68.5,77.9,65.8,70.2,0.008,31.4,20.3,308.8,1008.1,17.5,0.34,"obs"
"20191",43.1,-95.4,"2020-08-27",67.5,93,80,97.4,67.5,81.5,65.9,64.3,0,16.1,7.7,213.4,1008.4,2.9,0.3,"obs"
"20192",43.1,-95.4,"2020-08-26",67.7,95,81,95.9,67.7,81.3,63,58.2,0,37.9,25.4,204.4,1009.6,0,0.27,"obs"
"20193",43.1,-95.4,"2020-08-25",66.3,96.5,81.8,99.9,66.3,83.2,65,59.6,0,26.4,16.8,194.2,1012.7,0,0.25,"obs"
"20194",43.1,-95.4,"2020-08-24",67.2,97.5,80.8,100.1,67.2,82.3,66,65,0,25.4,16.7,175.6,1014,3.7,0.2,"obs"
"20195",43.1,-95.4,"2020-08-23",61.3,95.1,78.1,96.2,61.3,79.3,63.8,66.5,0,NA,8,199.6,1013.1,4.3,0.16,"obs"
"20196",43.1,-95.4,"2020-08-31",51.3,76.9,67.3,76.9,51.3,67.3,49.2,56.5,0.086,37.6,19.4,318.4,1009,30.3,0.45,"obs"
"20197",43.1,-95.4,"2020-08-30",52.3,81.5,67.5,80.3,52.3,67.4,50.3,58.3,0,32.2,20.3,159.2,1008.9,2.1,0.41,"obs"
"20198",43.1,-95.4,"2020-08-29",51.7,80.1,66.1,80,51.7,66.1,51.2,64.1,0,11.4,8.4,319,1014.5,4.9,0.38,"obs"
"20199",43.1,-95.4,"2020-08-28",68.5,87.6,77.3,89.6,68.5,77.9,65.8,70.2,0.008,31.4,20.3,308.8,1008.1,17.5,0.34,"obs"
"20200",43.1,-95.4,"2020-08-27",67.5,93,80,97.4,67.5,81.5,65.9,64.3,0,16.1,7.7,213.4,1008.4,2.9,0.3,"obs"
"20201",43.1,-95.4,"2020-08-26",67.7,95,81,95.9,67.7,81.3,63,58.2,0,37.9,25.4,204.4,1009.6,0,0.27,"obs"
"20202",43.1,-95.4,"2020-08-25",66.3,96.5,81.8,99.9,66.3,83.2,65,59.6,0,26.4,16.8,194.2,1012.7,0,0.25,"obs"
"20203",43.1,-95.4,"2020-09-01",48.3,78.6,63.4,78.6,48.3,63.4,47.9,62,0,19.2,13.9,185,1010.8,10.3,0.48,"obs"
"20204",43.1,-95.4,"2020-08-31",51.3,76.9,67.3,76.9,51.3,67.3,49.2,56.5,0.086,37.6,19.4,318.4,1009,30.3,0.45,"obs"
"20205",43.1,-95.4,"2020-08-30",52.3,81.5,67.5,80.3,52.3,67.4,50.3,58.3,0,32.2,20.3,159.2,1008.9,2.1,0.41,"obs"
"20206",43.1,-95.4,"2020-08-29",51.7,80.1,66.1,80,51.7,66.1,51.2,64.1,0,11.4,8.4,319,1014.5,4.9,0.38,"obs"
"20207",43.1,-95.4,"2020-08-28",68.5,87.6,77.3,89.6,68.5,77.9,65.8,70.2,0.008,31.4,20.3,308.8,1008.1,17.5,0.34,"obs"
"20208",43.1,-95.4,"2020-08-27",67.5,93,80,97.4,67.5,81.5,65.9,64.3,0,16.1,7.7,213.4,1008.4,2.9,0.3,"obs"
"20209",43.1,-95.4,"2020-08-26",67.7,95,81,95.9,67.7,81.3,63,58.2,0,37.9,25.4,204.4,1009.6,0,0.27,"obs"
"20210",43.1,-95.4,"2020-09-02",48.8,89,69.7,85.6,47.3,68.4,47.6,54.6,0,25.1,15.8,237.5,1009.5,3.5,0.5,"obs"
"20211",43.1,-95.4,"2020-09-01",48.3,78.6,63.4,78.6,48.3,63.4,47.9,62,0,19.2,13.9,185,1010.8,10.3,0.48,"obs"
"20212",43.1,-95.4,"2020-08-31",51.3,76.9,67.3,76.9,51.3,67.3,49.2,56.5,0.086,37.6,19.4,318.4,1009,30.3,0.45,"obs"
"20213",43.1,-95.4,"2020-08-30",52.3,81.5,67.5,80.3,52.3,67.4,50.3,58.3,0,32.2,20.3,159.2,1008.9,2.1,0.41,"obs"
"20214",43.1,-95.4,"2020-08-29",51.7,80.1,66.1,80,51.7,66.1,51.2,64.1,0,11.4,8.4,319,1014.5,4.9,0.38,"obs"
"20215",43.1,-95.4,"2020-08-28",68.5,87.6,77.3,89.6,68.5,77.9,65.8,70.2,0.008,31.4,20.3,308.8,1008.1,17.5,0.34,"obs"
"20216",43.1,-95.4,"2020-08-27",67.5,93,80,97.4,67.5,81.5,65.9,64.3,0,16.1,7.7,213.4,1008.4,2.9,0.3,"obs"
"20217",43.1,-95.4,"2020-09-04",45.7,85.3,64.5,82.7,43.2,63.6,45.7,57,0,25.6,16.3,255.8,1019.5,23.4,0.58,"obs"
"20218",43.1,-95.4,"2020-09-03",49,75.2,67,75.2,47.1,66.9,46.3,49.5,0,32.1,21,303.8,1012.2,0,0.55,"obs"
"20219",43.1,-95.4,"2020-09-02",48.8,89,69.7,85.6,47.3,68.4,47.6,54.6,0,25.1,15.8,237.5,1009.5,3.5,0.5,"obs"
"20220",43.1,-95.4,"2020-09-01",48.3,78.6,63.4,78.6,48.3,63.4,47.9,62,0,19.2,13.9,185,1010.8,10.3,0.48,"obs"
"20221",43.1,-95.4,"2020-08-31",51.3,76.9,67.3,76.9,51.3,67.3,49.2,56.5,0.086,37.6,19.4,318.4,1009,30.3,0.45,"obs"
"20222",43.1,-95.4,"2020-08-30",52.3,81.5,67.5,80.3,52.3,67.4,50.3,58.3,0,32.2,20.3,159.2,1008.9,2.1,0.41,"obs"
"20223",43.1,-95.4,"2020-08-29",51.7,80.1,66.1,80,51.7,66.1,51.2,64.1,0,11.4,8.4,319,1014.5,4.9,0.38,"obs"
"20224",41.3,-95.4,"2020-09-13",45.9,79.4,61.8,79.4,45.9,61.8,52.4,76.4,0,12.8,6,313.4,1020,18.7,0.88,"obs"
"20225",41.3,-95.4,"2020-09-12",53.5,67.4,58.8,67.4,53.5,58.8,55.6,90.6,0,16.1,8,249.2,1014.5,72.6,0.84,"obs"
"20226",41.3,-95.4,"2020-09-11",51.8,58.4,54.9,58.4,51.8,54.9,54.9,100,0.064,NA,7.3,66.8,1021.4,85.6,0.81,"obs"
"20227",41.3,-95.4,"2020-09-10",45.8,53.6,49.3,53.6,40.5,47,49.1,99.2,0.298,21.9,12.6,30.4,1027.8,85.5,0.75,"obs"
"20228",41.3,-95.4,"2020-09-09",44,48.2,45.9,43.3,37.5,40.1,45.5,98.4,0.497,24.2,16.9,20.6,1026.5,86.8,0.75,"obs"
"20229",41.3,-95.4,"2020-09-08",43.4,50.6,47.5,50.6,36,42.7,45.1,91.5,0.871,31.1,20.4,23.5,1021,82.9,0.71,"obs"
"20230",41.3,-95.4,"2020-09-07",51.9,74.6,65.5,74.6,51.9,65.5,43.5,48.4,0.096,32.6,22.1,40.4,1012.1,36,0.68,"obs"
"20231",41.3,-95.4,"2020-09-20",53.6,77,63.5,77,53.6,63.5,45.6,55.1,0,31.1,20.6,169.2,1021.4,1.7,0.11,"obs"
"20232",41.3,-95.4,"2020-09-19",55.8,71.6,62.2,71.6,55.8,62.2,45.5,56.2,0,27.2,20.2,164,1022.7,33.3,0.08,"obs"
"20233",41.3,-95.4,"2020-09-18",45.5,71.6,57.9,71.6,42.1,57.1,36,49.4,0,17.2,9.3,67.2,1025.8,19,0.04,"obs"
"20234",41.3,-95.4,"2020-09-17",47.3,71.2,58.6,71.2,45.1,58.3,45.7,66.1,0,NA,7.5,33.5,1022.9,0,0,"obs"
"20235",41.3,-95.4,"2020-09-16",53.7,76.6,65.8,76.6,53.7,65.8,55.8,74.1,0,20.8,11.7,339.8,1019,0.6,0.98,"obs"
"20236",41.3,-95.4,"2020-09-15",54.3,81.8,67.1,81.3,54.3,67.1,58.2,77.5,0,24.2,16.8,208.4,1020.9,4.1,0.94,"obs"
"20237",41.3,-95.4,"2020-09-14",49.6,78.2,63.6,78.2,49.6,63.6,55.5,78.8,0,16.1,11.6,183.2,1025.1,5,0.91,"obs"
"20238",38.9,-95.4,"2020-09-20",50.2,77,62.2,77,50.2,62.2,51.5,71,0,25.4,13.9,137.6,1022.8,0,0.11,"obs"
"20239",38.9,-95.4,"2020-09-19",51.4,73.6,61.2,73.6,51.4,61.2,51.8,73.9,0,21.9,14.7,127.7,1023.4,0,0.08,"obs"
"20240",38.9,-95.4,"2020-09-18",50.9,74.2,61.2,74.2,50.9,61.2,52.8,76.1,0.005,NA,7.7,60,1024.1,0.5,0.04,"obs"
"20241",38.9,-95.4,"2020-09-17",56.7,74.7,65.3,74.7,56.7,65.3,55.6,72.8,0,NA,9.3,21.4,1020.8,0,0,"obs"
"20242",38.9,-95.4,"2020-09-16",58,83.7,69.8,85.2,58,70.3,62.3,79.4,0,20.8,11.5,346.3,1017.9,5.4,0.98,"obs"
"20243",38.9,-95.4,"2020-09-15",53.1,81.8,65.9,82.5,53.1,66,58.8,81.1,0.005,NA,8.9,148.5,1021.4,15.5,0.94,"obs"
"20244",38.9,-95.4,"2020-09-14",51.1,80.1,64.7,81,51.1,64.8,57.4,80.1,0,18.3,8.9,94.3,1024.6,13.9,0.91,"obs"
"20245",41.3,-95.4,"2020-09-21",51.9,79.7,65.5,79.7,51.9,65.5,51.9,64.6,0,24.2,14.3,182.8,1021.5,0,0.15,"obs"
"20246",41.3,-95.4,"2020-09-20",53.6,77,63.5,77,53.6,63.5,45.6,55.1,0,31.1,20.6,169.2,1021.4,1.7,0.11,"obs"
"20247",41.3,-95.4,"2020-09-19",55.8,71.6,62.2,71.6,55.8,62.2,45.5,56.2,0,27.2,20.2,164,1022.7,33.3,0.08,"obs"
"20248",41.3,-95.4,"2020-09-18",45.5,71.6,57.9,71.6,42.1,57.1,36,49.4,0,17.2,9.3,67.2,1025.8,19,0.04,"obs"
"20249",41.3,-95.4,"2020-09-17",47.3,71.2,58.6,71.2,45.1,58.3,45.7,66.1,0,NA,7.5,33.5,1022.9,0,0,"obs"
"20250",41.3,-95.4,"2020-09-16",53.7,76.6,65.8,76.6,53.7,65.8,55.8,74.1,0,20.8,11.7,339.8,1019,0.6,0.98,"obs"
"20251",41.3,-95.4,"2020-09-15",54.3,81.8,67.1,81.3,54.3,67.1,58.2,77.5,0,24.2,16.8,208.4,1020.9,4.1,0.94,"obs"
"20252",41.3,-95.4,"2021-09-08",53.7,79.4,65.4,79.4,53.7,65.4,52,66.5,0,20.8,14.5,322.5,1016.5,0,0.06,"obs"
"20253",41.3,-95.4,"2021-09-07",60.9,80.6,71.3,83.1,60.9,71.5,61.4,73.9,0,24.2,16,313.2,1011.1,0,0.02,"obs"
"20254",41.3,-95.4,"2021-09-06",58.5,86.6,72.3,92.2,58.5,73.6,66.3,83,0,20.2,13.5,197.4,1012.9,3.1,0,"obs"
"20255",41.3,-95.4,"2021-09-05",56.7,81.8,68.5,82.3,56.7,68.7,61.7,81.9,0,15,10.7,229.9,1015.4,2.3,0.96,"obs"
"20256",41.3,-95.4,"2021-09-04",62.1,75.2,67.7,75.2,62.1,67.7,64.4,90.3,0,15,10,356.8,1015.1,57,0.93,"obs"
"20257",41.3,-95.4,"2021-09-03",66.2,72.2,69.2,72.2,66.2,69.2,68.8,98.7,0.301,16.1,11.2,268.7,1012.8,97.6,0.89,"obs"
"20258",41.3,-95.4,"2021-09-02",63.8,74,68.5,74,63.8,68.5,65.2,89.6,0.007,25.3,16.8,142.9,1014.3,29.4,0.86,"obs"
"20259",41.3,-95.4,"2021-09-12",65.1,73.3,69.6,73.3,65.1,69.6,66.5,90,0,19.5,13,23.2,1014.7,16.7,0.2,"obs"
"20260",41.3,-95.4,"2021-09-11",59.7,88.4,73.2,95.4,59.7,75,67.2,83.6,0,20.8,15.6,178.6,1010.9,7.2,0.17,"obs"
"20261",41.3,-95.4,"2021-09-10",56.1,83.6,69.1,86.7,56.1,69.9,62.7,81.3,0,NA,7.7,130,1013.6,3.3,0.13,"obs"
"20262",41.3,-95.4,"2021-09-09",49,78.2,63.5,78.2,49,63.5,52.5,71.9,0,NA,7.3,87.5,1017.5,0.4,0.1,"obs"
"20263",41.3,-95.4,"2021-09-08",53.7,79.4,65.4,79.4,53.7,65.4,52,66.5,0,20.8,14.5,322.5,1016.5,0,0.06,"obs"
"20264",41.3,-95.4,"2021-09-07",60.9,80.6,71.3,83.1,60.9,71.5,61.4,73.9,0,24.2,16,313.2,1011.1,0,0.02,"obs"
"20265",41.3,-95.4,"2021-09-06",58.5,86.6,72.3,92.2,58.5,73.6,66.3,83,0,20.2,13.5,197.4,1012.9,3.1,0,"obs"
"20266",43.1,-95.4,"2022-08-29",58.9,82.9,71,82,58.9,70.8,57.9,67,0,26.9,16.6,294,1011.6,0,0.08,"obs"
"20267",43.1,-95.4,"2022-08-28",68.6,86.9,76.4,94,68.6,78.4,69.2,79.5,0.019,30,19.1,180.6,1003.8,60.2,0.05,"obs"
"20268",43.1,-95.4,"2022-08-27",67.1,85.7,74.3,87.7,67.1,75,65.5,75.7,0.821,60.5,33.9,182.1,1009.6,29.4,0,"obs"
