"","year","yday","precip","tmax","tmin","id","date"
"5789",2010,249,3.91,21.37,11.1,868,2010-09-06
"5790",2010,250,1.55,18.72,13.42,868,2010-09-07
"5791",2010,242,0,28.64,17.94,869,2010-08-30
"5792",2010,243,4.3,29.52,19.94,869,2010-08-31
"5793",2010,244,2.48,25.45,18.93,869,2010-09-01
"5794",2010,245,12.37,26.85,18.03,869,2010-09-02
"5795",2010,246,0,17.93,13.72,869,2010-09-03
"5796",2010,247,0,18.78,8.53,869,2010-09-04
"5797",2010,248,13.09,21.5,6.64,869,2010-09-05
"5798",2010,241,0,28.57,13.69,870,2010-08-29
"5799",2010,242,0,28.51,16.99,870,2010-08-30
"5800",2010,243,13.52,28.54,19.85,870,2010-08-31
"5801",2010,244,11.23,25.45,18.71,870,2010-09-01
"5802",2010,245,12.26,25.9,17.84,870,2010-09-02
"5803",2010,246,1.59,17.65,13.48,870,2010-09-03
"5804",2010,247,0,17.47,8.24,870,2010-09-04
"5805",2016,248,0,23.79,10.88,871,2016-09-04
"5806",2016,249,0,29.69,12.56,871,2016-09-05
"5807",2016,250,67.99,33.32,17.03,871,2016-09-06
"5808",2016,251,53.19,24.4,20.22,871,2016-09-07
"5809",2016,252,0,28.08,19.95,871,2016-09-08
"5810",2016,253,2.35,26.41,13.45,871,2016-09-09
"5811",2016,254,3.75,21.52,15.48,871,2016-09-10
"5812",2018,244,0,29.87,15.73,872,2018-09-01
"5813",2018,245,0,32.08,21.35,872,2018-09-02
"5814",2018,246,33.51,31.92,21.33,872,2018-09-03
"5815",2018,247,0,33.43,20.5,872,2018-09-04
"5816",2018,248,3.74,32.97,20.76,872,2018-09-05
"5817",2018,249,7.29,23.09,19.74,872,2018-09-06
"5818",2018,250,6.99,20.28,18.4,872,2018-09-07
"5819",2018,246,22.51,28.05,20.75,873,2018-09-03
"5820",2018,247,0,32.72,21.5,873,2018-09-04
"5821",2018,248,10.96,32.09,21.33,873,2018-09-05
"5822",2018,249,4,21.27,17.91,873,2018-09-06
"5823",2018,250,0,21.38,17.2,873,2018-09-07
"5824",2018,251,0,20.39,16.72,873,2018-09-08
"5825",2018,252,0,20.35,15.17,873,2018-09-09
"5826",2018,252,0,19.62,4.71,874,2018-09-09
"5827",2018,253,0,21.14,4.25,874,2018-09-10
"5828",2018,254,0,25.05,7.27,874,2018-09-11
"5829",2018,255,0,27.13,11.8,874,2018-09-12
"5830",2018,256,0,26.23,12.24,874,2018-09-13
"5831",2018,257,0,28.06,12.27,874,2018-09-14
"5832",2018,258,0,28.54,13.63,874,2018-09-15
"5833",2018,253,0,23.59,12.42,875,2018-09-10
"5834",2018,254,0,27.16,11.05,875,2018-09-11
"5835",2018,255,0,27.4,11.38,875,2018-09-12
"5836",2018,256,0,27.84,12.62,875,2018-09-13
"5837",2018,257,0,30.68,13.67,875,2018-09-14
"5838",2018,258,0,29.15,15.36,875,2018-09-15
"5839",2018,259,0,32.32,16.68,875,2018-09-16
"5840",2019,249,0,22.29,14.95,876,2019-09-06
"5841",2019,250,0,25.35,12.97,876,2019-09-07
"5842",2019,251,0.92,18.53,15.53,876,2019-09-08
"5843",2019,252,4.44,22.41,15.65,876,2019-09-09
"5844",2019,253,0.35,31.36,19.35,876,2019-09-10
"5845",2019,254,46.92,31.28,18.48,876,2019-09-11
"5846",2019,255,67.91,24.08,16.91,876,2019-09-12
"5847",2020,251,20.19,25.4,15.36,877,2020-09-07
"5848",2020,252,26.71,17.6,13.35,877,2020-09-08
"5849",2020,253,1.51,15.37,12,877,2020-09-09
"5850",2020,254,1.52,17.42,10.86,877,2020-09-10
"5851",2020,255,3.33,19.66,14.68,877,2020-09-11
"5852",2020,256,6.93,21.73,16.82,877,2020-09-12
"5853",2020,257,0,22.13,12.28,877,2020-09-13
"5854",2021,246,0,24.52,14.18,878,2021-09-03
"5855",2021,247,0,23.14,15.49,878,2021-09-04
"5856",2021,248,0,27.88,13.39,878,2021-09-05
"5857",2021,249,0,29.45,13.69,878,2021-09-06
"5858",2021,250,36.53,31.14,15.03,878,2021-09-07
"5859",2021,251,0,26.45,12.6,878,2021-09-08
"5860",2021,252,0,24.68,11.78,878,2021-09-09
"5861",2022,244,0,29.56,14.6,879,2022-09-01
"5862",2022,245,0,28.63,17.11,879,2022-09-02
"5863",2022,246,0.54,29.93,17.95,879,2022-09-03
"5864",2022,247,1.55,23.66,18.49,879,2022-09-04
"5865",2022,248,0,22.28,18.57,879,2022-09-05
"5866",2022,249,0,27.17,18,879,2022-09-06
"5867",2022,250,0,26.51,16.43,879,2022-09-07
"5868",2022,255,5.19,16.47,11.62,880,2022-09-12
"5869",2022,256,0,24.6,11.25,880,2022-09-13
"5870",2022,257,0,26.6,11.04,880,2022-09-14
"5871",2022,258,0,27.38,12.07,880,2022-09-15
"5872",2022,259,0,27.83,13.58,880,2022-09-16
"5873",2022,260,0,29.11,15.17,880,2022-09-17
"5874",2022,261,2.43,29.76,17.83,880,2022-09-18
"5875",2010,241,0,32.02,17.35,881,2010-08-29
"5876",2010,242,0,30.73,21.78,881,2010-08-30
"5877",2010,243,5.02,32.97,23.55,881,2010-08-31
"5878",2010,244,2.34,27.6,19.73,881,2010-09-01
"5879",2010,245,8.68,28.85,18.83,881,2010-09-02
"5880",2010,246,0,19.68,13.33,881,2010-09-03
"5881",2010,247,0,19.56,9.53,881,2010-09-04
"5882",2010,241,0,29.73,13.71,882,2010-08-29
"5883",2010,242,0,29.15,17.68,882,2010-08-30
"5884",2010,243,13.17,30.17,20.03,882,2010-08-31
"5885",2010,244,1.78,25.51,19.09,882,2010-09-01
"5886",2010,245,13.31,27.04,18.69,882,2010-09-02
"5887",2010,246,0,17.53,13.94,882,2010-09-03
"5888",2010,247,0,19.38,8.47,882,2010-09-04
"5889",2014,287,0,23.4,16.19,883,2014-10-14
"5890",2014,288,0,24.53,12.88,883,2014-10-15
"5891",2014,289,0,25.93,11.56,883,2014-10-16
"5892",2014,290,0,27.16,11.44,883,2014-10-17
"5893",2014,291,0,28.32,14.28,883,2014-10-18
"5894",2014,292,0,24.59,11.97,883,2014-10-19
"5895",2014,293,0,26,10.67,883,2014-10-20
"5896",2015,287,0,29.03,13.08,884,2015-10-14
"5897",2015,288,0,30.96,13.15,884,2015-10-15
"5898",2015,289,0,31.93,14.41,884,2015-10-16
"5899",2015,290,0,24.79,14.38,884,2015-10-17
"5900",2015,291,0,24.15,11.32,884,2015-10-18
"5901",2015,292,0,24.36,10.99,884,2015-10-19
"5902",2015,293,0,26.49,12.65,884,2015-10-20
"5903",2010,245,4.83,28.25,19.47,885,2010-09-02
"5904",2010,246,0,18.08,14.01,885,2010-09-03
"5905",2010,247,0,18.84,9.5,885,2010-09-04
"5906",2010,248,5.12,21.91,8.69,885,2010-09-05
"5907",2010,249,7.36,25.2,13.88,885,2010-09-06
"5908",2010,250,0,21.75,14.4,885,2010-09-07
"5909",2010,251,0,18.06,9.16,885,2010-09-08
"5910",2016,275,5.41,15.85,13.44,886,2016-10-01
"5911",2016,276,2.93,17.44,13.46,886,2016-10-02
"5912",2016,277,0,18.1,11.1,886,2016-10-03
"5913",2016,278,0,20.08,11.21,886,2016-10-04
"5914",2016,279,1.6,23,13.21,886,2016-10-05
"5915",2016,280,2.79,21.12,11.13,886,2016-10-06
"5916",2016,281,0,19.89,12.26,886,2016-10-07
"5917",2017,265,0,33.17,18.29,887,2017-09-22
"5918",2017,266,0,31.31,19.86,887,2017-09-23
"5919",2017,267,0,31.1,18.19,887,2017-09-24
"5920",2017,268,0,29.36,17.17,887,2017-09-25
"5921",2017,269,0.33,31.42,16.99,887,2017-09-26
"5922",2017,270,0,19.37,15.06,887,2017-09-27
"5923",2017,271,0,22.33,8.53,887,2017-09-28
"5924",2018,242,0,21.34,14.12,888,2018-08-30
"5925",2018,243,0,25.63,13.54,888,2018-08-31
"5926",2018,244,9.46,27.06,17.8,888,2018-09-01
"5927",2018,245,23.36,30.58,19.51,888,2018-09-02
"5928",2018,246,15.47,23.61,19.95,888,2018-09-03
"5929",2018,247,9.97,31.86,20.09,888,2018-09-04
"5930",2018,248,30.15,29.98,20.39,888,2018-09-05
"5931",2018,245,0,31.91,21.3,889,2018-09-02
"5932",2018,246,23.67,31.46,21.22,889,2018-09-03
"5933",2018,247,0,33.49,20.42,889,2018-09-04
"5934",2018,248,8.87,32.51,20.42,889,2018-09-05
"5935",2018,249,20.12,23.04,19.19,889,2018-09-06
"5936",2018,250,5.61,20.08,18.29,889,2018-09-07
"5937",2018,251,0,19.74,15.87,889,2018-09-08
"5938",2018,254,0,26.58,12.36,890,2018-09-11
"5939",2018,255,0,27.3,12.97,890,2018-09-12
"5940",2018,256,0,27.4,13.47,890,2018-09-13
"5941",2018,257,0,30.27,14.98,890,2018-09-14
"5942",2018,258,0,28.87,15.93,890,2018-09-15
"5943",2018,259,0,31.61,17.33,890,2018-09-16
"5944",2018,260,0,32.96,18.39,890,2018-09-17
"5945",2018,263,7.79,26.99,15.54,891,2018-09-20
"5946",2018,264,0,22.11,17.49,891,2018-09-21
"5947",2018,265,0,17.95,7.21,891,2018-09-22
"5948",2018,266,0,19.88,6.03,891,2018-09-23
"5949",2018,267,0,21.23,8.85,891,2018-09-24
"5950",2018,268,7.29,26.08,13.9,891,2018-09-25
"5951",2018,269,0,18.15,8.35,891,2018-09-26
"5952",2019,234,0,23.98,15.87,892,2019-08-22
"5953",2019,235,0,22.15,14.71,892,2019-08-23
"5954",2019,236,0,22.77,13.24,892,2019-08-24
"5955",2019,237,19.04,23.17,15.02,892,2019-08-25
"5956",2019,238,16.12,21.59,16.53,892,2019-08-26
"5957",2019,239,0,26.53,15.89,892,2019-08-27
"5958",2019,240,0,23.18,14.11,892,2019-08-28
"5959",2019,235,0,22.64,15.97,893,2019-08-23
"5960",2019,236,0,23.07,14.05,893,2019-08-24
"5961",2019,237,12.42,23.38,15.92,893,2019-08-25
"5962",2019,238,33.21,22.07,17.05,893,2019-08-26
"5963",2019,239,2.6,26.96,16.11,893,2019-08-27
"5964",2019,240,0,23.58,14.36,893,2019-08-28
"5965",2019,241,0,29.23,12.75,893,2019-08-29
"5966",2019,256,0,25.95,17.71,894,2019-09-13
"5967",2019,257,15.19,26.95,13.52,894,2019-09-14
"5968",2019,258,4.88,26.09,15.65,894,2019-09-15
"5969",2019,259,0,24.82,18.15,894,2019-09-16
"5970",2019,260,0,26.83,17.67,894,2019-09-17
"5971",2019,261,0,27.35,16.46,894,2019-09-18
"5972",2019,262,2.18,28.69,16.28,894,2019-09-19
"5973",2019,258,3.36,26.11,13.85,895,2019-09-15
"5974",2019,259,0,25.39,17.25,895,2019-09-16
"5975",2019,260,0,27.46,17.25,895,2019-09-17
"5976",2019,261,0,27.84,15.57,895,2019-09-18
"5977",2019,262,3.45,29.01,15.27,895,2019-09-19
"5978",2019,263,0,29.62,16.28,895,2019-09-20
"5979",2019,264,26.39,26.37,19.55,895,2019-09-21
"5980",2020,251,15.28,22.38,14.9,896,2020-09-07
"5981",2020,252,19.03,15.55,12.48,896,2020-09-08
"5982",2020,253,3.74,14.12,11.07,896,2020-09-09
"5983",2020,254,3.18,15,9.68,896,2020-09-10
"5984",2020,255,10.99,18.57,11.15,896,2020-09-11
"5985",2020,256,2.1,21.25,14.67,896,2020-09-12
"5986",2020,257,0,21.07,13.77,896,2020-09-13
"5987",2021,245,0,25.93,14.37,897,2021-09-02
"5988",2021,246,0,24.07,14.67,897,2021-09-03
"5989",2021,247,0,23.14,15.74,897,2021-09-04
"5990",2021,248,0,27.9,13.47,897,2021-09-05
"5991",2021,249,0,28.77,13.94,897,2021-09-06
"5992",2021,250,7.57,31.45,14.87,897,2021-09-07
"5993",2021,251,0,26.47,12.9,897,2021-09-08
"5994",2021,245,0,25.99,14.08,898,2021-09-02
"5995",2021,246,0,24.34,14.23,898,2021-09-03
"5996",2021,247,0,23.28,15.41,898,2021-09-04
"5997",2021,248,0,27.84,13.38,898,2021-09-05
"5998",2021,249,0,29.38,13.78,898,2021-09-06
"5999",2021,250,34.94,31.08,15.29,898,2021-09-07
"6000",2021,251,0,26.51,12.54,898,2021-09-08
"6001",2022,246,0,26.41,19.01,899,2022-09-03
"6002",2022,247,0,21.19,16.22,899,2022-09-04
"6003",2022,248,0,21.85,15.57,899,2022-09-05
"6004",2022,249,0,24.71,16.24,899,2022-09-06
"6005",2022,250,0,26.51,14.76,899,2022-09-07
"6006",2022,251,0,28.58,15.72,899,2022-09-08
"6007",2022,252,0,28.17,15.24,899,2022-09-09
"6008",2022,293,0,20.83,3.37,900,2022-10-20
"6009",2022,294,0,24.04,6.93,900,2022-10-21
"6010",2022,295,0,25.21,10.23,900,2022-10-22
"6011",2022,296,0,26.61,11.5,900,2022-10-23
"6012",2022,297,0,27.11,13.98,900,2022-10-24
"6013",2022,298,3.51,26.62,16.85,900,2022-10-25
"6014",2022,299,0,22.68,11.83,900,2022-10-26
"6015",2010,247,0,19.13,9.88,901,2010-09-04
"6016",2010,248,3.18,22.57,9.04,901,2010-09-05
"6017",2010,249,5.19,25.64,13.28,901,2010-09-06
"6018",2010,250,0,22.89,14.78,901,2010-09-07
"6019",2010,251,0,18.79,9.69,901,2010-09-08
"6020",2010,252,0,18.48,9.17,901,2010-09-09
"6021",2010,253,18.22,20.09,10.47,901,2010-09-10
"6022",2015,241,1.12,20.48,12.41,902,2015-08-29
"6023",2015,242,0,22.41,12.08,902,2015-08-30
"6024",2015,243,0,24.42,13.84,902,2015-08-31
"6025",2015,244,0,28.1,14.96,902,2015-09-01
"6026",2015,245,9.5,29.52,17.7,902,2015-09-02
"6027",2015,246,0,24.37,17.38,902,2015-09-03
"6028",2015,247,0,24.09,16.2,902,2015-09-04
"6029",2016,252,0,28.4,20.15,904,2016-09-08
"6030",2016,253,2.03,26.67,14.15,904,2016-09-09
"6031",2016,254,1.21,23.19,15.42,904,2016-09-10
"6032",2016,255,0,24.42,10.83,904,2016-09-11
"6033",2016,256,0,25.09,12.18,904,2016-09-12
"6034",2016,257,0.82,23.53,14.13,904,2016-09-13
"6035",2016,258,0,21.82,14.76,904,2016-09-14
"6036",2016,265,12.76,24.73,17.51,905,2016-09-21
"6037",2016,266,0,27.38,17.43,905,2016-09-22
"6038",2016,267,0,23.75,18.47,905,2016-09-23
"6039",2016,268,0,23.96,18.39,905,2016-09-24
"6040",2016,269,0.55,29.03,17.11,905,2016-09-25
"6041",2016,270,0,21.89,13.32,905,2016-09-26
"6042",2016,271,0,21.2,10.04,905,2016-09-27
"6043",2017,242,1.48,26.43,14.06,906,2017-08-30
"6044",2017,243,0,20.87,13.4,906,2017-08-31
"6045",2017,244,0,18.94,11.88,906,2017-09-01
"6046",2017,245,4.11,22.19,8.45,906,2017-09-02
"6047",2017,246,0,27.24,9.93,906,2017-09-03
"6048",2017,247,0,24.81,13.86,906,2017-09-04
"6049",2017,248,0.85,18.43,10.98,906,2017-09-05
"6050",2017,243,0,20.15,13.17,907,2017-08-31
"6051",2017,244,0,18.41,11.78,907,2017-09-01
"6052",2017,245,6.27,22.02,8.16,907,2017-09-02
"6053",2017,246,0,27.05,9.51,907,2017-09-03
"6054",2017,247,0,24.07,13.83,907,2017-09-04
"6055",2017,248,0.74,18.36,11.32,907,2017-09-05
"6056",2017,249,0,17.81,8.01,907,2017-09-06
"6057",2018,241,0,22.03,17.38,908,2018-08-29
"6058",2018,242,0,21.4,12.87,908,2018-08-30
"6059",2018,243,0,26.53,12.39,908,2018-08-31
"6060",2018,244,14.34,26.91,15.01,908,2018-09-01
"6061",2018,245,19.02,29.97,18.9,908,2018-09-02
"6062",2018,246,12.07,23.63,19.35,908,2018-09-03
"6063",2018,247,10.37,31.77,19.63,908,2018-09-04
"6064",2018,255,0,25.97,12.46,909,2018-09-12
"6065",2018,256,0,28.65,13.25,909,2018-09-13
"6066",2018,257,0,30.94,15.52,909,2018-09-14
"6067",2018,258,0,30.91,16.13,909,2018-09-15
"6068",2018,259,0,31.91,17.35,909,2018-09-16
"6069",2018,260,0,32.76,18.36,909,2018-09-17
"6070",2018,261,0,33.44,19.01,909,2018-09-18
"6071",2018,270,0.48,20.53,6.06,910,2018-09-27
"6072",2018,271,0,14.05,7.18,910,2018-09-28
"6073",2018,272,11.86,13.1,2.96,910,2018-09-29
"6074",2018,273,43.82,12.94,4.46,910,2018-09-30
"6075",2018,274,26.95,15.23,9.17,910,2018-10-01
"6076",2018,275,0.9,15.99,10.26,910,2018-10-02
"6077",2018,276,1.07,29.4,11.53,910,2018-10-03
"6078",2018,277,7.42,25.53,15.93,911,2018-10-04
"6079",2018,278,0.57,27.4,11.38,911,2018-10-05
"6080",2018,279,11.08,29.4,15.04,911,2018-10-06
"6081",2018,280,0,29,14.91,911,2018-10-07
"6082",2018,281,0,30.36,16.51,911,2018-10-08
"6083",2018,282,0,30.07,19.14,911,2018-10-09
"6084",2018,283,7.85,25.05,16.97,911,2018-10-10
"6085",2019,221,0,25.95,14.1,912,2019-08-09
"6086",2019,222,2.28,26.91,15.51,912,2019-08-10
"6087",2019,223,0,25.31,17.93,912,2019-08-11
"6088",2019,224,0,26.53,17.99,912,2019-08-12
"6089",2019,225,1.42,26.14,18.94,912,2019-08-13
"6090",2019,226,1.49,23,16.71,912,2019-08-14
"6091",2019,227,0,24.95,15.31,912,2019-08-15
"6092",2019,233,0,25.39,14.28,913,2019-08-21
"6093",2019,234,0,20.61,10.7,913,2019-08-22
"6094",2019,235,0,21.26,9.73,913,2019-08-23
"6095",2019,236,0,23.17,9.17,913,2019-08-24
"6096",2019,237,3.58,22.97,10.87,913,2019-08-25
"6097",2019,238,21.85,18.73,15.38,913,2019-08-26
"6098",2019,239,5.59,24.34,15.05,913,2019-08-27
"6099",2019,248,0,21.55,9.29,914,2019-09-05
"6100",2019,249,0,21.01,11.45,914,2019-09-06
"6101",2019,250,0,23.66,12.04,914,2019-09-07
"6102",2019,251,0.91,18.44,13.11,914,2019-09-08
"6103",2019,252,12.29,21.26,14.18,914,2019-09-09
"6104",2019,253,9.6,28.65,15.66,914,2019-09-10
"6105",2019,254,34.26,30.66,17.05,914,2019-09-11
"6106",2019,253,0,31.48,17.89,915,2019-09-10
"6107",2019,254,0,31.55,20.36,915,2019-09-11
"6108",2019,255,0,32.15,19.64,915,2019-09-12
"6109",2019,256,2.74,29.28,17.79,915,2019-09-13
"6110",2019,257,0,28.62,11.78,915,2019-09-14
"6111",2019,258,3.82,27.99,14.27,915,2019-09-15
"6112",2019,259,0,29.62,16.54,915,2019-09-16
"6113",2019,256,0,25.98,18.79,916,2019-09-13
"6114",2019,257,30.43,27.21,13.15,916,2019-09-14
"6115",2019,258,3.93,26.25,14.15,916,2019-09-15
"6116",2019,259,0,25.65,17.4,916,2019-09-16
"6117",2019,260,0,27.57,17.46,916,2019-09-17
"6118",2019,261,0,27.82,15.75,916,2019-09-18
"6119",2019,262,3.63,28.84,15.37,916,2019-09-19
"6120",2020,238,0,27.4,18.69,917,2020-08-25
"6121",2020,239,0,31.95,19.19,917,2020-08-26
"6122",2020,240,20.93,26.96,20.24,917,2020-08-27
"6123",2020,241,12.97,25.51,17.83,917,2020-08-28
"6124",2020,242,0,24.53,15.04,917,2020-08-29
"6125",2020,243,0,21.18,9.33,917,2020-08-30
"6126",2020,244,2.79,22.72,11.03,917,2020-08-31
"6127",2021,243,0,25.41,14.97,918,2021-08-31
"6128",2021,244,0,23.83,15.05,918,2021-09-01
"6129",2021,245,0,24.83,11.1,918,2021-09-02
"6130",2021,246,0.59,22.53,11.23,918,2021-09-03
"6131",2021,247,0,22.34,14.74,918,2021-09-04
"6132",2021,248,0.9,26.9,13.96,918,2021-09-05
"6133",2021,249,0,25.76,11.14,918,2021-09-06
"6134",2021,248,0,27.44,15.35,919,2021-09-05
"6135",2021,249,0,30.18,14.15,919,2021-09-06
"6136",2021,250,37.04,29.67,16.44,919,2021-09-07
"6137",2021,251,0,26.91,14.73,919,2021-09-08
"6138",2021,252,0,25.65,12.57,919,2021-09-09
"6139",2021,253,0,26.56,12.2,919,2021-09-10
"6140",2021,254,0,29,14.28,919,2021-09-11
"6141",2009,265,21.75,20.67,12.18,920,2009-09-22
"6142",2009,266,0,24.21,15.05,920,2009-09-23
"6143",2009,267,0,21.76,15.93,920,2009-09-24
"6144",2009,268,4.28,21.38,15.33,920,2009-09-25
"6145",2009,269,0,20.19,14.85,920,2009-09-26
"6146",2009,270,24.84,22.6,12.38,920,2009-09-27
"6147",2009,271,2.12,15.3,8.74,920,2009-09-28
"6148",2011,284,0,24.65,10.37,921,2011-10-11
"6149",2011,285,0,23.47,11.81,921,2011-10-12
"6150",2011,286,13.25,16.68,11.85,921,2011-10-13
"6151",2011,287,0,14.03,8.15,921,2011-10-14
"6152",2011,288,0,15.35,7.82,921,2011-10-15
"6153",2011,289,0,15.82,7.88,921,2011-10-16
"6154",2011,290,0,14.92,5.69,921,2011-10-17
"6155",2013,275,0,22.93,9.12,922,2013-10-02
"6156",2013,276,40.44,24.23,10.17,922,2013-10-03
"6157",2013,277,5.54,18.38,14.32,922,2013-10-04
"6158",2013,278,7.73,20.59,14.69,922,2013-10-05
"6159",2013,279,0,17.15,11.31,922,2013-10-06
"6160",2013,280,0,18.49,8.02,922,2013-10-07
"6161",2013,281,0,21.67,5.04,922,2013-10-08
"6162",2014,275,20.33,21.87,11.93,923,2014-10-02
"6163",2014,276,2.22,15.74,11.41,923,2014-10-03
"6164",2014,277,1.03,7.94,3.64,923,2014-10-04
"6165",2014,278,0,11.97,1.58,923,2014-10-05
"6166",2014,279,0,14.33,2.05,923,2014-10-06
"6167",2014,280,0,17.31,7.02,923,2014-10-07
"6168",2014,281,0,17,4.34,923,2014-10-08
"6169",2010,230,0,27.55,14.32,924,2010-08-18
"6170",2010,231,1.96,29.38,15.58,924,2010-08-19
"6171",2010,232,36.5,32.7,19.45,924,2010-08-20
"6172",2010,233,0,28.99,19.56,924,2010-08-21
"6173",2010,234,0,27.31,17.49,924,2010-08-22
"6174",2010,235,0,26.21,16.38,924,2010-08-23
"6175",2010,236,0,28.58,15.98,924,2010-08-24
"6176",2014,235,15.54,24.99,19.86,925,2014-08-23
"6177",2014,236,0,25.93,20.66,925,2014-08-24
"6178",2014,237,6.97,26.58,21.09,925,2014-08-25
"6179",2014,238,2.02,25.3,19.12,925,2014-08-26
"6180",2014,239,0,23.45,16.09,925,2014-08-27
"6181",2014,240,0,22.58,14.11,925,2014-08-28
"6182",2014,241,2.68,28.04,15.94,925,2014-08-29
"6183",2015,253,2.07,22.81,12.99,926,2015-09-10
"6184",2015,254,0,18.98,13.33,926,2015-09-11
"6185",2015,255,0,17.87,9.26,926,2015-09-12
"6186",2015,256,0,21.92,7.95,926,2015-09-13
"6187",2015,257,0,27.6,8.39,926,2015-09-14
"6188",2015,258,0,28.93,12.87,926,2015-09-15
"6189",2015,259,0,28.22,15.41,926,2015-09-16
"6190",2014,257,0,20.39,4.49,927,2014-09-14
"6191",2014,258,25.09,17.33,7.34,927,2014-09-15
"6192",2014,259,0,19.65,10,927,2014-09-16
"6193",2014,260,0,20.27,6.96,927,2014-09-17
"6194",2014,261,0,23.1,7.92,927,2014-09-18
"6195",2014,262,0,24.43,9.27,927,2014-09-19
"6196",2014,263,11.67,28.32,11.34,927,2014-09-20
"6197",2011,257,0,15.96,8.35,928,2011-09-14
"6198",2011,258,0,15.08,3.05,928,2011-09-15
"6199",2011,259,0,15.77,3.71,928,2011-09-16
"6200",2011,260,0,18.54,7.09,928,2011-09-17
"6201",2011,261,18.74,18.31,10.39,928,2011-09-18
"6202",2011,262,0.78,21.83,13.31,928,2011-09-19
"6203",2011,263,0,23.78,8.11,928,2011-09-20
"6204",2016,264,0,31.48,15.48,929,2016-09-20
"6205",2016,265,0,32.26,15.26,929,2016-09-21
"6206",2016,266,0,32.21,15.52,929,2016-09-22
"6207",2016,267,0,31.69,16.49,929,2016-09-23
"6208",2016,268,0,32.21,17.37,929,2016-09-24
"6209",2016,269,7.48,31.39,17.38,929,2016-09-25
"6210",2016,270,6.99,25.03,13.41,929,2016-09-26
"6211",2018,248,7.84,32.68,20.65,930,2018-09-05
"6212",2018,249,12.12,22.45,19.22,930,2018-09-06
"6213",2018,250,5.26,20.17,17.75,930,2018-09-07
"6214",2018,251,0,19.62,15.89,930,2018-09-08
"6215",2018,252,0,20.89,14.27,930,2018-09-09
"6216",2018,253,0,24.11,12.21,930,2018-09-10
"6217",2018,254,0,27.21,11.47,930,2018-09-11
"6218",2018,268,6.73,27.68,12.32,931,2018-09-25
"6219",2018,269,0,20.93,9.83,931,2018-09-26
"6220",2018,270,0,20.74,6.83,931,2018-09-27
"6221",2018,271,0,21.17,6.96,931,2018-09-28
"6222",2018,272,0.6,16.67,4.73,931,2018-09-29
"6223",2018,273,0,24.95,6.46,931,2018-09-30
"6224",2018,274,0,27.24,11.25,931,2018-10-01
"6225",2019,247,0,18.6,13.18,932,2019-09-04
"6226",2019,248,0,21.56,9.28,932,2019-09-05
"6227",2019,249,0,21.44,11.37,932,2019-09-06
"6228",2019,250,0,23.94,10.39,932,2019-09-07
"6229",2019,251,1.89,17.67,12.82,932,2019-09-08
"6230",2019,252,28.31,21.81,14.34,932,2019-09-09
"6231",2019,253,6.16,29.27,15.67,932,2019-09-10
"6232",2019,250,1.42,24.98,12.07,933,2019-09-07
"6233",2019,251,5.01,21.67,12.62,933,2019-09-08
"6234",2019,252,0,26.87,14.61,933,2019-09-09
"6235",2019,253,0,30.5,15.78,933,2019-09-10
"6236",2019,254,0,30.92,19.79,933,2019-09-11
"6237",2019,255,1.33,31.64,19.75,933,2019-09-12
"6238",2019,256,0,26.66,19.63,933,2019-09-13
"6239",2019,250,0.93,25.34,12.27,934,2019-09-07
"6240",2019,251,3.3,20.05,13.13,934,2019-09-08
"6241",2019,252,0.57,26.07,15.07,934,2019-09-09
"6242",2019,253,0,30.71,16.47,934,2019-09-10
"6243",2019,254,0,31.16,19.76,934,2019-09-11
"6244",2019,255,13.23,30.32,19.91,934,2019-09-12
"6245",2019,256,0,25.88,19.19,934,2019-09-13
"6246",2019,299,18.92,25.85,16.11,935,2019-10-26
"6247",2019,300,0,21.61,11.7,935,2019-10-27
"6248",2019,301,0.83,24.87,10.46,935,2019-10-28
"6249",2019,302,38.95,22.74,15.63,935,2019-10-29
"6250",2019,303,42.92,26.7,19.66,935,2019-10-30
"6251",2019,304,30.61,24.91,9.69,935,2019-10-31
"6252",2019,305,0,16.09,2.42,935,2019-11-01
"6253",2020,236,0,30.02,18.55,936,2020-08-23
"6254",2020,237,6.62,31.44,19.89,936,2020-08-24
"6255",2020,238,20.6,25.72,19.11,936,2020-08-25
"6256",2020,239,0,31.32,18.56,936,2020-08-26
"6257",2020,240,13.72,28.18,20,936,2020-08-27
"6258",2020,241,17.71,27.3,19.13,936,2020-08-28
"6259",2020,242,0,24.85,16.34,936,2020-08-29
"6260",2020,251,24.12,26.05,14.1,937,2020-09-07
"6261",2020,252,4.07,22.66,15.18,937,2020-09-08
"6262",2020,253,0,22.73,15.65,937,2020-09-09
"6263",2020,254,0.37,21.47,15.13,937,2020-09-10
"6264",2020,255,0,23.1,15.25,937,2020-09-11
"6265",2020,256,12.71,22.95,15.84,937,2020-09-12
"6266",2020,257,0,24.89,15.1,937,2020-09-13
"6267",2021,258,0,26.54,13.69,938,2021-09-15
"6268",2021,259,0,28.77,11.36,938,2021-09-16
"6269",2021,260,0,31.74,12.55,938,2021-09-17
"6270",2021,261,0,30.7,16.55,938,2021-09-18
"6271",2021,262,3.15,32.55,17.11,938,2021-09-19
"6272",2021,263,9.71,27.48,17.44,938,2021-09-20
"6273",2021,264,9.5,20.36,17.08,938,2021-09-21
"6274",2022,251,0,27.26,12.38,939,2022-09-08
