ID#,date,julian,year,count,Town,State/Prov,lat,lon
357,2020-09-03,246,2020,100,North Perth,ON,43.7,-81
1319315508,2011-10-21,293,2011,20,Columbia,SC,33.9848,-81.0284
1441842553,2015-09-08,250,2015,100,Carrollton,OH,40.5671,-81.0683
NA,2016-10-02,275,2016,14,Hays,NC,36.2,-81.1
NA,2017-09-22,264,2017,60,Belmont,ON,42.9,-81.1
NA,2018-09-07,249,2018,1500,Sparta,ON,42.7,-81.1
NA,2019-09-13,255,2019,100,Perry,OH,41.8,-81.1
184,2023-09-10,252,2023,30,London,ON,43,-81.1
1221669073,2008-09-15,258,2008,100,Hawk Cliff Hawkwatch,ON,42.6643,-81.1701
1442090716,2015-09-07,249,2015,48,Atwater,OH,41.0318,-81.1863
1284464896,2010-09-12,254,2010,200,St. Thomas,ON,42.7833,-81.2
NA,2017-08-25,236,2017,50,Port Stanley,ON,42.7,-81.2
NA,2019-09-05,247,2019,100,Central Elgin,ON,42.7,-81.2
NA,2019-09-07,249,2019,400,Perry,OH,41.8,-81.2
1221967704,2008-09-20,263,2008,1000,Port Stanley,ON,42.6667,-81.2167
1347318744,2012-09-10,253,2012,150,Port Stanley,ON,42.6667,-81.2167
1411504627,2014-09-22,264,2014,140,Port Stanley,ON,42.6667,-81.2167
1441927044,2015-09-10,252,2015,72,Port Stanley,ON,42.6667,-81.2167
1347749602,2012-09-15,258,2012,425,London,ON,42.9833,-81.2333
1410994569,2014-09-16,258,2014,100,London,ON,42.9833,-81.2333
NA,2019-08-27,238,2019,100,Northern Bruce Peninsula,ON,45,-81.3
NA,2019-09-07,249,2019,200,Headlands Dunes,OH,41.8,-81.3
347,2020-09-04,247,2020,30,Painesville,OH,41.8,-81.3
303,2022-08-31,242,2022,100,Paisley,ON,44.3,-81.3
234,2022-09-10,252,2022,200,Louisville,OH,40.8,-81.3
36,2022-10-14,286,2022,5,Chapin,SC,34.1,-81.3
1283085457,2010-08-15,226,2010,40,Port Elgin,ON,44.4333,-81.4
NA,2017-08-22,233,2017,300,Saugeen Shores,ON,44.4,-81.4
NA,2017-08-22,233,2017,500,Southampton,ON,44.5,-81.4
NA,2018-08-20,231,2018,500,Miller Lake,ON,45,-81.4
NA,2018-08-20,231,2018,1000,Paisley,ON,44.4,-81.4
NA,2018-08-25,236,2018,500,Exeter,ON,43.2,-81.4
NA,2018-08-29,240,2018,800,Exeter,ON,43.1,-81.4
NA,2018-09-08,250,2018,1000,Eastlake,OH,41.7,-81.4
NA,2019-09-02,244,2019,50,Dutton/Dunwich,ON,42.6,-81.4
393,2020-08-30,242,2020,50,West Perth,ON,43.4,-81.4
386,2020-08-31,243,2020,500,Saugeen Shores,ON,44.4,-81.4
227,2021-09-12,254,2021,35,Middlesex Centre,ON,42.9,-81.4
264,2022-09-07,249,2022,200,Iona Station,ON,42.7,-81.4
1284331002,2010-09-12,254,2010,24,Eastlake,OH,41.6519,-81.4587
NA,2018-08-15,226,2018,300,Clinton,ON,43.7,-81.5
NA,2018-09-03,245,2018,1000,Euclid,OH,41.6,-81.5
NA,2018-09-03,245,2018,150,Miller Lake,ON,45.1,-81.5
293,2020-09-09,252,2020,70,Beachwood,OH,41.5,-81.5
384,2021-08-22,233,2021,1000,Huron-Kinloss,ON,44.1,-81.5
1283178945,2010-08-29,240,2010,100,Tiverton,ON,44.2667,-81.5383
NA,2018-08-23,234,2018,1000,Tiverton,ON,44.3,-81.6
NA,2019-08-22,233,2019,500,Northern Bruce Peninsula,ON,45.2,-81.6
380,2020-09-01,244,2020,300,Warner Bay,ON,45.2,-81.6
389,2021-08-20,231,2021,200,Northern Bruce Peninsula,ON,45.2,-81.6
359,2021-08-30,241,2021,1000,Kincardine,ON,44.1,-81.6
10,2023-10-16,288,2023,4,Cleveland Heights,OH,41.5,-81.6
1442365459,2015-09-14,256,2015,200,Brecksville,OH,41.3006,-81.6134
1251470731,2009-08-27,238,2009,100,Zurich,ON,43.4333,-81.6167
1282742007,2010-08-21,232,2010,100,Tobermory,ON,45.25,-81.6667
1442021944,2015-09-11,253,2015,2000,Cleveland,OH,41.4914,-81.6714
1442526865,2015-09-09,251,2015,1000,Parkhill,ON,43.15,-81.6833
1283259803,2010-08-26,237,2010,200,Clearville Park,ON,42.4579,-81.6964
1316527388,2011-09-13,255,2011,1000,Clearville Park,ON,42.4579,-81.6964
NA,2017-08-27,238,2017,30,Kincardine,ON,44.1,-81.7
NA,2017-09-28,270,2017,12,Cleveland,OH,41.5,-81.7
NA,2018-08-21,232,2018,300,Tobermory,ON,45.2,-81.7
NA,2018-08-22,233,2018,700,Goderich,ON,43.7,-81.7
NA,2018-08-24,235,2018,60,Goderich,ON,43.8,-81.7
NA,2018-08-25,236,2018,1000,Bluewater,ON,43.6,-81.7
NA,2018-08-30,241,2018,30,Glencoe,ON,42.8,-81.7
NA,2018-09-06,248,2018,1000,Cleveland,OH,41.5,-81.7
NA,2019-08-26,237,2019,50,Northern Bruce Peninsula,ON,45.2,-81.7
NA,2019-08-27,238,2019,200,Goderich,ON,43.7,-81.7
NA,2019-08-28,239,2019,1000,Ashfield-Colborne-Wawanosh,ON,43.8,-81.7
NA,2019-09-13,255,2019,500,Cleveland,OH,41.5,-81.7
402,2020-08-28,240,2020,50,Goderich,ON,43.7,-81.7
307,2020-09-07,250,2020,1500,Cleveland,OH,41.5,-81.7
391,2021-08-17,228,2021,12,Goderich,ON,43.7,-81.7
388,2021-08-20,231,2021,4,Goderich,ON,43.8,-81.7
390,2021-08-20,231,2021,150,Northern Bruce Peninsula,ON,45.2,-81.7
302,2021-09-06,248,2021,50,Cleveland,OH,41.5,-81.7
273,2022-09-06,248,2022,2500,Cleveland,OH,41.5,-81.7
192,2023-09-08,250,2023,100,Cleveland,OH,41.5,-81.7
103,2023-09-22,264,2023,10,Parker,NC,36.5,-81.7
1443449644,2015-09-25,267,2015,12,Point Pelee National Park,ON,41.9217,-81.7145
1251329889,2009-08-26,237,2009,1000,Goderich,ON,43.75,-81.7167
1283390609,2010-08-23,234,2010,200,Goderich,ON,43.75,-81.7167
1251384901,2009-08-26,237,2009,36,Grand Bend,ON,43.3025,-81.7564
1442862840,2015-09-19,261,2015,30,Orrville ,OH,40.8547,-81.7649
NA,2018-09-10,252,2018,100,Lakewood,OH,41.5,-81.8
NA,2019-09-13,255,2019,200,Cleveland,OH,41.4,-81.8
1316207840,2011-09-15,257,2011,175,Rondeau Provincial Park,ON,42.2966,-81.8894
NA,2017-08-31,242,2017,50,Chatham-Kent,ON,42.3,-81.9
NA,2018-09-08,250,2018,200,Bay Village,OH,41.5,-81.9
NA,2019-09-07,249,2019,500,McGeachy Pond Conservation Area,ON,42.3,-81.9
249,2021-09-10,252,2021,100,Creston,OH,41,-81.9
NA,2018-09-10,252,2018,400,Avon Lake,OH,41.5,-82
381,2021-08-23,234,2021,60,Tehkummah,ON,45.6,-82
332,2021-09-03,245,2021,12,Avon,OH,41.4,-82
219,2021-09-13,255,2021,25,Litchfield,OH,41.2,-82
1443577734,2015-09-29,271,2015,31,Point Pelee National Park,ON,41.96,-82.05
NA,2019-09-12,254,2019,1000,Plympton-Wyoming,ON,43,-82.1
1410789151,2014-09-14,256,2014,30,Lorain,OH,41.4551,-82.1612
1284419224,2010-09-13,255,2010,200,dresden,ON,42.5833,-82.1833
NA,2018-09-15,257,2018,3,Chatham-Kent,ON,42.4,-82.2
NA,2018-09-21,263,2018,300,Plympton-Wyoming,ON,43.1,-82.2
NA,2019-09-11,253,2019,6,Chatham-Kent,ON,42.4,-82.2
NA,2019-09-13,255,2019,500,Plympton-Wyoming,ON,43,-82.2
237,2023-08-27,238,2023,180,Chatham,ON,42.4,-82.2
NA,2019-09-16,258,2019,100,Chatham-Kent,ON,42.4,-82.3
1284179012,2010-09-10,252,2010,200,Paincourt,ON,42.4058,-82.305
NA,2018-09-02,244,2018,100,Point Edward,ON,43,-82.4
NA,2019-09-14,256,2019,3000,Point Edward,ON,43,-82.4
NA,2019-10-02,274,2019,100,Swannanoa,NC,35.6,-82.4
234,2020-09-14,257,2020,200,Point Edward,ON,43,-82.4
1316901781,2011-09-24,266,2011,1000,Wheatley,ON,42.1,-82.45
1379365747,2013-09-10,252,2013,20,Wheatley,ON,42.1,-82.45
NA,2016-08-21,233,2016,500,Leamington,ON,41.9,-82.5
NA,2017-08-23,234,2017,4500,Leamington,ON,41.9,-82.5
NA,2017-09-24,266,2017,200,Wheatley,ON,42.2,-82.5
NA,2017-09-29,271,2017,850,Leamington,ON,42,-82.5
NA,2018-08-22,233,2018,8,Leamington,ON,42,-82.5
NA,2018-09-06,248,2018,10000,Leamington,ON,41.9,-82.5
NA,2019-08-09,220,2019,5700,Point Pelee National Park,ON,41.9,-82.5
349,2020-09-04,247,2020,4750,Point Pelee National Park,ON,41.9,-82.5
297,2020-09-09,252,2020,155,Point Pelee National Park,ON,42,-82.5
394,2021-08-12,223,2021,1300,Leamington,ON,41.9,-82.5
95,2021-09-27,269,2021,1300,Leamington,ON,42,-82.5
304,2022-08-31,242,2022,5600,Point Pelee National Park,ON,41.9,-82.5
196,2023-09-08,250,2023,735,Point Pelee National Park,ON,41.9,-82.5
1412822558,2014-10-08,280,2014,200,Point Pelee,ON,41.9092,-82.5087
1442107340,2015-09-12,254,2015,6000,Point Pelee National Park,ON,41.9217,-82.5102
1223505202,2008-09-17,260,2008,600,Point Pelee National Park,ON,41.9666,-82.5166
1282225790,2010-08-16,227,2010,15000,Point Pelee National Park,ON,41.9666,-82.5166
1316544665,2011-09-15,257,2011,1500,Leamington,ON,41.9666,-82.5166
1348534431,2012-09-19,262,2012,800,Point Pelee National Park,ON,41.9666,-82.5166
1380828087,2013-10-02,274,2013,2000,Point Pelee ,ON,41.9666,-82.5166
1410667097,2014-09-12,254,2014,2500,Point Pelee,ON,41.9666,-82.5166
1442371082,2015-09-15,257,2015,15,Granville,OH,40.1021,-82.522
1221675863,2008-09-17,260,2008,600,Leamington,ON,42.05,-82.6
1254440541,2009-09-27,269,2009,700,Leamington,ON,42.05,-82.6
1380813775,2013-10-02,274,2013,14,Leamington,ON,42.05,-82.6
1410812834,2014-09-15,257,2014,2500,Leamington,ON,42.05,-82.6
NA,2017-08-26,237,2017,1000,Leamington,ON,42,-82.6
NA,2017-08-27,238,2017,500,Leamington,ON,42.1,-82.6
NA,2018-08-25,236,2018,1000,Leamington,ON,42,-82.6
NA,2018-08-29,240,2018,100,Smiths Creek,MI,42.9,-82.6
NA,2019-09-05,247,2019,1500,Leamington,ON,42,-82.6
NA,2019-09-05,247,2019,733,Leamington,ON,42.1,-82.6
NA,2019-09-13,255,2019,20,Smiths Creek,MI,43,-82.6
NA,2019-09-13,255,2019,1500,Lakeshore,ON,42.3,-82.6
307,2021-09-06,248,2021,300,Leamington,ON,42,-82.6
237,2022-09-10,252,2022,600,Seacliff Park,ON,42,-82.6
NA,2017-08-29,240,2017,150,Deckerville,MI,43.6,-82.7
NA,2018-09-08,250,2018,1000,Pelee Island,ON,41.8,-82.7
NA,2018-09-09,251,2018,500,Kelleys Island,OH,41.6,-82.7
NA,2018-09-10,252,2018,2000,Lakeside Marblehead,OH,41.5,-82.7
NA,2018-09-21,263,2018,26,Goodells,MI,42.9,-82.7
145,2022-09-18,260,2022,250,Kingsville,ON,42,-82.7
169,2023-09-12,254,2023,20,Goodells,MI,42.9,-82.7
1283620382,2010-09-04,246,2010,10,Sandusky,OH,41.4041,-82.72
1410552065,2014-09-11,253,2014,8,harbor beach,MI,43.8154,-82.7571
1283262520,2010-08-25,236,2010,200,New Baltimore,MI,42.6779,-82.7781
NA,2016-09-17,260,2016,9,Put-in-Bay,OH,41.6,-82.8
NA,2018-09-07,249,2018,1000,Put-in-Bay,OH,41.6,-82.8
NA,2018-09-08,250,2018,200,Put-in-Bay,OH,41.7,-82.8
NA,2018-09-10,252,2018,12,Castalia,OH,41.4,-82.8
NA,2018-10-01,273,2018,50,Galion,OH,40.7,-82.8
NA,2019-08-09,220,2019,360,Put In Bay,OH,41.6,-82.8
NA,2019-09-10,252,2019,400,Harrison Township,MI,42.6,-82.8
257,2021-09-10,252,2021,100,Put In Bay,OH,41.6,-82.8
251,2022-09-08,250,2022,1000,Bellevue,OH,41.2,-82.8
225,2022-09-11,253,2022,10,Put-In-Bay,OH,41.6,-82.8
1410755153,2014-09-13,255,2014,400,Put-in-Bay,OH,41.6531,-82.8175
1442203114,2015-09-13,255,2015,400,Put-in-Bay,OH,41.6531,-82.8175
1318867540,2011-10-15,287,2011,6,Maidstone,ON,42.2167,-82.8833
1411065925,2014-09-17,259,2014,58,Maidstone,ON,42.2167,-82.8833
NA,2017-09-25,267,2017,16,Lakeshore,ON,42.2,-82.9
NA,2018-08-25,236,2018,100,Windsor,ON,42.3,-82.9
NA,2018-08-26,237,2018,100,Snover,MI,43.6,-82.9
NA,2018-09-01,243,2018,1000,Yale,MI,43.1,-82.9
NA,2019-09-02,244,2019,20,Grosse Pointe,MI,42.4,-82.9
NA,2019-09-05,247,2019,100,Clyde,OH,41.3,-82.9
NA,2019-09-09,251,2019,40,Edison,OH,40.6,-82.9
NA,2019-09-13,255,2019,1000,Clinton Township,MI,42.6,-82.9
338,2020-09-05,248,2020,50,Ubly,MI,43.7,-82.9
227,2022-09-11,253,2022,300,Vickery,OH,41.4,-82.9
1251468639,2009-08-27,238,2009,15,Macomb,MI,42.6785,-82.9051
1221689216,2008-09-14,257,2008,40,Ashville,OH,39.7294,-82.9322
1284080729,2010-09-04,246,2010,200,Colchester,ON,41.9833,-82.9333
1282518553,2010-08-22,233,2010,36,Pointe Aux Barques,MI,44.0614,-82.95
1315317465,2011-09-05,247,2011,1500,Bucyrus,OH,40.818600000000004,-82.9758
NA,2016-09-29,272,2016,200,Caney Fork Overlook,NC,35.3,-83
NA,2019-09-10,252,2019,150,Clinton Township,MI,42.6,-83
99,2021-09-27,269,2021,25,Windsor,ON,42.3,-83
1283860506,2010-09-03,245,2010,200,Marlette,MI,43.3432,-83.027
1442107917,2015-09-12,254,2015,12,Holiday Beach Conservation Area,ON,42.0332,-83.0455
1190126542,2007-09-15,257,2007,1000,Holiday Beach,ON,42.0332,-83.05
1348613146,2012-09-25,268,2012,60,Cashiers,NC,35.0805,-83.0812
NA,2018-08-30,241,2018,100,Amherstburg,ON,42.1,-83.1
NA,2018-09-09,251,2018,600,Fremont,OH,41.3,-83.1
NA,2018-09-25,267,2018,7,Rochester Hills,MI,42.7,-83.1
NA,2019-09-07,249,2019,50,Oak Harbor,OH,41.5,-83.1
331,2021-09-04,246,2021,20,Tiffin,OH,41.1,-83.1
281,2021-09-08,250,2021,75,Oak Harbor,OH,41.5,-83.1
215,2021-09-13,255,2021,10,Fremont,OH,41.4,-83.1
206,2023-09-05,247,2023,8,Dryden,MI,42.9,-83.1
1410964461,2014-09-12,254,2014,36,Oak Harbor,OH,41.5342,-83.1247
NA,2018-09-09,251,2018,100000,Oak Harbor,OH,41.6,-83.2
NA,2018-09-11,253,2018,200,Tiffin,OH,41.1,-83.2
NA,2018-09-14,256,2018,100,Sycamore,OH,40.9,-83.2
NA,2019-09-06,248,2019,200,Rockwood,MI,42.1,-83.2
NA,2019-09-15,257,2019,1500,Oak Harbor,OH,41.6,-83.2
286,2020-09-10,253,2020,516,Oak Harbor,OH,41.6,-83.2
352,2021-09-01,243,2021,100,Radnor,OH,40.4,-83.2
326,2021-09-05,247,2021,50,Wyandotte,MI,42.2,-83.2
298,2021-09-07,249,2021,450,Oak Harbor,OH,41.5,-83.2
251,2021-09-10,252,2021,15,Elkton,MI,43.9,-83.2
186,2021-09-16,258,2021,100,Trenton,MI,42.1,-83.2
338,2022-08-18,229,2022,12,Pigeon,MI,43.9,-83.2
263,2022-09-07,249,2022,200,Fremont,OH,41.4,-83.2
209,2022-09-13,255,2022,60,Oak Harbor,OH,41.5,-83.2
229,2023-08-30,241,2023,8,Pigeon,MI,43.9,-83.2
168,2023-09-12,254,2023,300,Fremont,OH,41.4,-83.2
106,2023-09-22,264,2023,60,Trenton,MI,42.1,-83.2
4,2023-10-24,296,2023,1,Rochester Hills,MI,42.7,-83.2
1282826978,2010-08-26,237,2010,5,Woodhaven,MI,42.134,-83.2212
NA,2018-08-19,230,2018,500,Pigeon,MI,43.8,-83.3
NA,2018-09-13,255,2018,250,Upper Sandusky,OH,40.8,-83.3
379,2020-09-01,244,2020,40,Upper Sandusky,OH,40.8,-83.3
375,2020-09-01,244,2020,200,Graytown,OH,41.5,-83.3
293,2022-09-03,245,2022,10,Pigeon,MI,43.8,-83.3
214,2022-09-12,254,2022,40,Curtice,OH,41.6,-83.3
1282829035,2010-08-23,234,2010,2000,Bay Port,MI,43.8408,-83.3318
1284036291,2010-09-09,251,2010,200,Lapeer,MI,43.053,-83.3343
1220315536,2008-08-31,243,2008,150,Caro,MI,43.4849,-83.3627
1445552279,2015-09-10,252,2015,150,Woodville ,OH,41.4521,-83.3629
NA,2016-09-04,247,2016,70,Millbury,OH,41.6,-83.4
NA,2016-09-18,261,2016,12,London,OH,39.9,-83.4
NA,2017-08-23,234,2017,1000,East Tawas,MI,44.3,-83.4
NA,2018-08-23,234,2018,2000,East Tawas,MI,44.3,-83.4
NA,2018-08-23,234,2018,200,Millbury,OH,41.6,-83.4
NA,2019-09-09,251,2019,100,New Riegel,OH,41.1,-83.4
NA,2019-09-12,254,2019,50,Alpena,MI,45.1,-83.4
NA,2019-09-12,254,2019,50,Woodville,OH,41.4,-83.4
NA,2019-09-23,265,2019,100,East Tawas,MI,44.3,-83.4
117,2021-09-25,267,2021,3000,Plain City,OH,40,-83.4
1441938355,2015-09-10,252,2015,200,LONDON,OH,39.8795,-83.4338
1316100578,2011-09-14,256,2011,500,Tawas Point State Park,MI,44.2556,-83.4461
1378678231,2013-09-05,247,2013,32,East Tawas,MI,44.2555,-83.4461
1411091723,2014-09-17,259,2014,500,Tawas Point State Park,MI,44.2556,-83.4461
1251568797,2009-08-28,239,2009,2000,Oregon,OH,41.6525,-83.4486
1347333690,2012-09-09,252,2012,400,Tawas Point State Park,MI,44.2794,-83.4903
NA,2017-08-23,234,2017,1000,Tawas City,MI,44.3,-83.5
NA,2018-08-22,233,2018,2000,East Tawas,MI,44.3,-83.5
NA,2018-09-28,270,2018,30,East Tawas,MI,44.2,-83.5
NA,2019-09-04,246,2019,600,East Tawas,MI,44.3,-83.5
NA,2019-09-11,253,2019,500,Wayne,OH,41.3,-83.5
NA,2019-09-16,258,2019,300,Monroe,MI,41.9,-83.5
361,2020-09-03,246,2020,100,Walbridge,OH,41.5,-83.5
310,2020-09-07,250,2020,1000,East Tawas,MI,44.2,-83.5
234,2021-09-12,254,2021,150,Walbridge,OH,41.6,-83.5
203,2021-09-14,256,2021,2000,Irwin,OH,40.1,-83.5
103,2021-09-26,268,2021,120,East Tawas,MI,44.2,-83.5
121,2022-09-22,264,2022,100,East Tawas,MI,44.3,-83.5
1442713443,2015-09-19,261,2015,50,Walbridge ,OH,41.5759,-83.5007
1283446143,2010-08-27,238,2010,1000,Perrysburg,OH,41.5134,-83.5797
1346988990,2012-09-06,249,2012,100,Perrysburg,OH,41.5134,-83.5797
1441414515,2015-09-04,246,2015,1000,Perrysburg,OH,41.5134,-83.5797
1284036332,2010-09-06,248,2010,100,Reese,MI,43.3766,-83.5893
NA,2016-09-11,254,2016,105,Lambertville,MI,41.8,-83.6
NA,2018-08-23,234,2018,600,Perrysburg,OH,41.5,-83.6
NA,2018-09-03,245,2018,1200,Perrysburg,OH,41.6,-83.6
NA,2019-08-28,239,2019,300,Perrysburg,OH,41.6,-83.6
NA,2019-08-30,241,2019,200,Sheter Island,MI,45.9,-83.6
NA,2019-09-14,256,2019,1000,Temperance,MI,41.8,-83.6
NA,2019-09-15,257,2019,500,Portage,OH,41.3,-83.6
430,2020-08-21,233,2020,800,Perrysburg,OH,41.6,-83.6
327,2020-09-06,249,2020,100,Willis,MI,42.1,-83.6
305,2020-09-07,250,2020,300,NA,MI,45.9,-83.6
376,2021-08-26,237,2021,75,Vassar,MI,43.4,-83.6
284,2021-09-08,250,2021,24,Perrysburg,OH,41.6,-83.6
246,2022-09-09,251,2022,1000,Van Buren,OH,41.1,-83.6
219,2022-09-12,254,2022,1000,Perrysburg,OH,41.5,-83.6
NA,2019-09-14,256,2019,50,Dundee,MI,42,-83.7
271,2020-09-12,255,2020,50,Perrysburg,OH,41.5,-83.7
1441986590,2015-09-08,250,2015,50,Ottawa Lake,MI,41.7693,-83.705
1283977598,2010-09-08,250,2010,30,Au Gres,MI,44.0239,-83.7279
1442854116,2015-09-19,261,2015,100,Ada,OH,40.7774,-83.7698
1283217125,2010-08-29,240,2010,3000,Riga,MI,41.7887,-83.7965
NA,2018-09-04,246,2018,300,Mount Cory,OH,40.9,-83.8
NA,2018-09-06,248,2018,4,Rogers City,MI,45.4,-83.8
NA,2018-09-17,259,2018,1000,Frankenmuth,MI,43.4,-83.8
NA,2018-10-10,282,2018,50,Townsend,TN,35.6,-83.8
NA,2019-09-09,251,2019,160,Swanton,OH,41.7,-83.8
NA,2019-09-14,256,2019,50,Ann Arbor,MI,42.3,-83.8
NA,2019-09-14,256,2019,300,Ottawa Lake,MI,41.8,-83.8
240,2020-09-13,256,2020,100,Bowling Green,OH,41.5,-83.8
242,2021-09-11,253,2021,200,McComb,OH,41.1,-83.8
271,2022-09-06,248,2022,500,Britton,MI,42,-83.8
260,2022-09-07,249,2022,35,Berkey,OH,41.6,-83.8
6,2023-10-19,291,2023,5,McComb,OH,41.1,-83.8
1252065697,2009-09-03,245,2009,400,Mount Cory,OH,40.9386,-83.8223
1282651285,2010-08-24,235,2010,800,Mount Cory,OH,40.9386,-83.8223
1347716306,2012-09-14,257,2012,60,Mount Cory,OH,40.9386,-83.8223
1441547841,2015-09-05,247,2015,400,Mount Cory,OH,40.9386,-83.8223
1442891779,2015-09-14,256,2015,1000,Bluffton,OH,40.8607,-83.8726
1442628677,2015-09-18,260,2015,10,Swanton,OH,41.6098,-83.882
1251639636,2009-08-30,241,2009,20,Blissfield,MI,41.8173,-83.89
NA,2018-09-06,248,2018,1000,McClure,OH,41.3,-83.9
NA,2019-09-02,244,2019,100,Mount Cory,OH,41,-83.9
NA,2019-09-29,271,2019,1000,Bluffton,OH,40.9,-83.9
NA,2019-10-01,273,2019,27,Swanton,OH,41.6,-83.9
417,2020-08-25,237,2020,300,Mount Cory,OH,41,-83.9
339,2021-09-03,245,2021,150,Mount Cory,OH,41,-83.9
239,2022-09-09,251,2022,100,Bluffton,OH,40.9,-83.9
1284166105,2010-09-10,252,2010,200,Howell,MI,42.6323,-83.9216
NA,2018-08-26,237,2018,50,Standish,MI,44,-84
NA,2019-09-03,245,2019,500,Ottawa,OH,41,-84
238,2020-09-13,256,2020,3000,Adrian,MI,41.8,-84
297,2022-09-03,245,2022,10,Tarbutt,ON,46.3,-84
164,2022-09-17,259,2022,100,Ottawa,OH,41,-84
120,2022-09-22,264,2022,1,Delta,OH,41.6,-84
1410224766,2014-09-08,250,2014,500,Ottawa,OH,41.038,-84.0472
1220882666,2008-08-28,240,2008,200,Columbus Grove,OH,40.9123,-84.0814
NA,2018-09-11,253,2018,100,Ottawa,OH,41.1,-84.1
NA,2019-09-11,253,2019,600,Napoleon,OH,41.5,-84.1
112,2021-09-25,267,2021,100,Dayton,OH,39.8,-84.1
267,2022-09-07,249,2022,3000,Napoleon,OH,41.5,-84.1
255,2022-09-08,250,2022,400,Hamler,OH,41.3,-84.1
195,2023-09-08,250,2023,100,Napoleon,OH,41.4,-84.1
1442672160,2015-09-18,260,2015,1000,Napoleon,OH,41.39,-84.1529
NA,2018-09-07,249,2018,100,West Branch,MI,44.3,-84.2
NA,2018-09-08,250,2018,100,Holgate,OH,41.3,-84.2
NA,2018-10-05,277,2018,100,Vandalia,OH,39.9,-84.2
NA,2019-08-28,239,2019,30,Owosso,MI,43,-84.2
NA,2019-09-03,245,2019,300,Continental,OH,41.1,-84.2
NA,2019-09-15,257,2019,300,Morenci,MI,41.7,-84.2
449,2020-08-15,227,2020,8,Troy,OH,40,-84.2
84,2021-09-28,270,2021,1,Gomer,OH,40.8,-84.2
268,2022-09-07,249,2022,500,New Bavaria,OH,41.2,-84.2
1443539919,2015-09-24,266,2015,15,loveland,OH,39.2573,-84.2408
NA,2018-09-11,253,2018,100,Fayette,OH,41.7,-84.3
NA,2019-10-09,281,2019,6,Decatur,GA,33.8,-84.3
253,2022-09-08,250,2022,28,Defiance,OH,41.2,-84.3
177,2022-09-16,258,2022,20,Wapakoneta,OH,40.7,-84.3
NA,2018-09-15,257,2018,20,Delphos,OH,40.9,-84.4
175,2023-09-11,253,2023,200,Fort Loramie,OH,40.3,-84.4
1446844476,2015-09-15,257,2015,300,West chester,OH,39.3383,-84.4059
NA,2018-09-01,243,2018,250,Gladwin,MI,44,-84.5
346,2021-09-02,244,2021,200,Paulding,OH,41.1,-84.5
238,2021-09-11,253,2021,100,Grover Hill,OH,41,-84.5
156,2021-09-20,262,2021,2000,Van Wert,OH,40.8,-84.5
257,2022-09-08,250,2022,300,Paulding,OH,41.1,-84.5
1252027718,2009-09-02,244,2009,1000,Arcanum,OH,39.9846,-84.5332
1411136545,2014-09-14,256,2014,500,Latty,OH,41.089,-84.5876
NA,2018-09-08,250,2018,300,Pioneer,OH,41.7,-84.6
NA,2018-09-10,252,2018,150,Haviland,OH,41,-84.6
NA,2018-10-09,281,2018,100,Arcanum,OH,40,-84.6
NA,2019-09-11,253,2019,1000,Paulding,OH,41.1,-84.6
NA,2019-09-12,254,2019,10,Haviland,OH,41,-84.6
NA,2019-09-14,256,2019,100,Van Wert,OH,40.8,-84.6
NA,2019-09-29,271,2019,20,Paulding,OH,41.2,-84.6
311,2021-09-06,248,2021,100,Paulding,OH,41.1,-84.6
169,2021-09-17,259,2021,100,Coleman,MI,43.8,-84.6
162,2021-09-18,260,2021,100,Celina,OH,40.5,-84.6
149,2021-09-21,263,2021,55,Van Wert,OH,40.8,-84.6
245,2022-09-09,251,2022,50,Paulding,OH,41.1,-84.6
1317259839,2011-09-24,266,2011,15,Haviland,OH,41.0354,-84.6328
1440988690,2015-08-30,241,2015,7,Haviland,OH,41.0354,-84.6328
NA,2017-08-22,233,2017,2000,Saint Ignace,MI,45.8,-84.7
NA,2019-09-08,250,2019,750,Payne,OH,41.1,-84.7
NA,2019-09-09,251,2019,200,Antwerp,OH,41.2,-84.7
NA,2019-09-14,256,2019,100,Convoy,OH,40.9,-84.7
239,2020-09-13,256,2020,1500,Antwerp,OH,41.2,-84.7
122,2021-09-24,266,2021,12,Convoy,OH,40.9,-84.7
NA,2019-09-17,259,2019,5000,Woodburn,IN,41.1,-84.8
304,2021-09-06,248,2021,1000,Grand Ledge,MI,42.7,-84.8
157,2022-09-17,259,2022,3000,Edgerton,IN,41.1,-84.8
123,2023-09-19,261,2023,38,Richmond,IN,39.8,-84.9
1283634740,2010-09-04,246,2010,300,Falmouth,MI,44.2498,-84.9731
NA,2016-09-27,270,2016,500,Perryville,KY,37.7,-85
NA,2018-08-18,229,2018,200,McBain,MI,44.2,-85
274,2020-09-12,255,2020,100,Waterloo,IN,41.5,-85
243,2020-09-13,256,2020,45,Fort Wayne,IN,41.1,-85.1
1191858935,2007-09-17,259,2007,1000,Ossian,IN,40.8748,-85.1449
1284110786,2010-09-09,251,2010,200,Ossian,IN,40.8748,-85.1449
1443027295,2015-09-16,258,2015,350,Ossian,IN,40.8748,-85.1449
NA,2017-10-14,286,2017,300,Ossian,IN,40.9,-85.2
NA,2018-10-19,291,2018,8,Shelbyville,KY,38.1,-85.2
1255187339,2009-10-03,275,2009,100,Columbia,KY,37.1367,-85.2374
1332955863,2011-09-07,249,2011,300,Ellsworth,MI,45.155,-85.2769
